director_name,actor_1_name,actor_2_name,actor_3_name,genres,movie_title,comb
Michael Beach Nichols,Michael Beach Nichols (director); Michael Beach Nichols,Christopher K. Walker (screenplay),unknown,Documentary Horror Comedy,wrinkles the clown,Michael Beach Nichols (director); Michael Beach Nichols Christopher K. Walker (screenplay) unknown Michael Beach Nichols Documentary Horror Comedy
Abe Forsythe,Abe Forsythe (director/screenplay); Lupita Nyong'o,Alexander England,Josh Gad,Horror Comedy,little monsters,Abe Forsythe (director/screenplay); Lupita Nyong'o Alexander England Josh Gad Abe Forsythe Horror Comedy
Eric Notarnicola,Eric Notarnicola (director/screenplay); Tim Heidecker,Gregg Turkington,unknown,Comedy,mister america,Eric Notarnicola (director/screenplay); Tim Heidecker Gregg Turkington unknown Eric Notarnicola Comedy
Ang Lee,Ang Lee (director); David Benioff,Mary Elizabeth Winstead,Clive Owen,Science Fiction Action Adventure Thriller Drama,gemini man,Ang Lee (director); David Benioff Mary Elizabeth Winstead Clive Owen Ang Lee Science Fiction Action Adventure Thriller Drama
"Conrad Vernon, Greg Tiernan",Conrad Vernon,Charlize Theron,Chloë Grace Moretz,Comedy Fantasy,the addams family,"Conrad Vernon Charlize Theron Chloë Grace Moretz Conrad Vernon, Greg Tiernan Comedy Fantasy"
David Michôd,David Michôd (director/screenplay); Joel Edgerton (screenplay); Timothée Chalamet,Joel Edgerton,Sean Harris,Animation Family Drama,the king,David Michôd (director/screenplay); Joel Edgerton (screenplay); Timothée Chalamet Joel Edgerton Sean Harris David Michôd Animation Family Drama
"Jon Lucas, Scott Moore (directors/screenplay); Adam Devine, Rose Byrne, Alexandra Shipp, Ron Funches, Charlyne Yi, Wanda Sykes, Justin Hartley, Kid Cudi, Michael Peña",Jon Lucas,Scott Moore (directors/screenplay); Adam Devine,Alexandra Shipp,Comedy,jexi,"Jon Lucas Scott Moore (directors/screenplay); Adam Devine Alexandra Shipp Jon Lucas, Scott Moore (directors/screenplay); Adam Devine, Rose Byrne, Alexandra Shipp, Ron Funches, Charlyne Yi, Wanda Sykes, Justin Hartley, Kid Cudi, Michael Peña Comedy"
Lars Klevberg,Lars Klevberg (director); Blair Butler (screenplay); Kathryn Prescott,Grace Zabriskie,Samantha Logan,Horror Mystery Thriller,polaroid,Lars Klevberg (director); Blair Butler (screenplay); Kathryn Prescott Grace Zabriskie Samantha Logan Lars Klevberg Horror Mystery Thriller
Vince Gilligan,Vince Gilligan (director/screenplay); Aaron Paul,Jesse Plemons,Scott MacArthur,Crime Drama Thriller,el camino: a breaking bad movie,Vince Gilligan (director/screenplay); Aaron Paul Jesse Plemons Scott MacArthur Vince Gilligan Crime Drama Thriller
Joachim Rønning,Joachim Rønning (director); Linda Woolverton,Elle Fanning,Michelle Pfeiffer,Family Fantasy Adventure,maleficent: mistress of evil,Joachim Rønning (director); Linda Woolverton Elle Fanning Michelle Pfeiffer Joachim Rønning Family Fantasy Adventure
Ruben Fleischer,Ruben Fleischer (director); Rhett Reese,Jesse Eisenberg,Emma Stone,Horror Comedy,zombieland: double tap,Ruben Fleischer (director); Rhett Reese Jesse Eisenberg Emma Stone Ruben Fleischer Horror Comedy
Taika Waititi,Taika Waititi (director/screenplay); Roman Griffin Davis,Thomasin McKenzie,Scarlett Johansson,Comedy War Drama,jojo rabbit,Taika Waititi (director/screenplay); Roman Griffin Davis Thomasin McKenzie Scarlett Johansson Taika Waititi Comedy War Drama
Robert Eggers,Robert Eggers (director/screenplay); Max Eggers (screenplay); Willem Dafoe,Robert Pattinson,unknown,Drama Fantasy Thriller,the lighthouse,Robert Eggers (director/screenplay); Max Eggers (screenplay); Willem Dafoe Robert Pattinson unknown Robert Eggers Drama Fantasy Thriller
Babak Anvari,Babak Anvari (director/screenplay); Armie Hammer,Dakota Johnson,Zazie Beetz,Action Crime Thriller,wounds,Babak Anvari (director/screenplay); Armie Hammer Dakota Johnson Zazie Beetz Babak Anvari Action Crime Thriller
Deon Taylor,Deon Taylor (director); Peter A. Dowling (screenplay); Naomie Harris,Tyrese Gibson,Frank Grillo,Action Thriller Crime,black and blue,Deon Taylor (director); Peter A. Dowling (screenplay); Naomie Harris Tyrese Gibson Frank Grillo Deon Taylor Action Thriller Crime
Alfonso Gomez-Rejon,Alfonso Gomez-Rejon (director); Michael Mitnick (screenplay); Benedict Cumberbatch,Michael Shannon,Katherine Waterston,Drama History,the current war,Alfonso Gomez-Rejon (director); Michael Mitnick (screenplay); Benedict Cumberbatch Michael Shannon Katherine Waterston Alfonso Gomez-Rejon Drama History
Justin Dec,Justin Dec (director/screenplay); Elizabeth Lail,Peter Facinelli,Anne Winters,Horror Thriller,countdown,Justin Dec (director/screenplay); Elizabeth Lail Peter Facinelli Anne Winters Justin Dec Horror Thriller
Dan Krauss,Dan Krauss (director); Nat Wolff,Alexander Skarsgård,unknown,War Action Drama,the kill team,Dan Krauss (director); Nat Wolff Alexander Skarsgård unknown Dan Krauss War Action Drama
"Chris Lofing, Travis Cluff",Chris Lofing,Travis Cluff (director/screenplay); Chris Milligan,Brittany Falardeau,Horror,the gallows act ii,"Chris Lofing Travis Cluff (director/screenplay); Chris Milligan Brittany Falardeau Chris Lofing, Travis Cluff Horror"
Tim Miller,Tim Miller (director); David S. Goyer,Arnold Schwarzenegger,Mackenzie Davis,Science Fiction Action Adventure Thriller,terminator: dark fate,Tim Miller (director); David S. Goyer Arnold Schwarzenegger Mackenzie Davis Tim Miller Science Fiction Action Adventure Thriller
Edward Norton,Edward Norton (director/screenplay); Edward Norton,Bruce Willis,Gugu Mbatha-Raw,Drama Thriller,motherless brooklyn,Edward Norton (director/screenplay); Edward Norton Bruce Willis Gugu Mbatha-Raw Edward Norton Drama Thriller
Martin Scorsese,Martin Scorsese (director); Steven Zaillian (screenplay); Robert De Niro,Al Pacino,Joe Pesci,Crime Drama History,the irishman,Martin Scorsese (director); Steven Zaillian (screenplay); Robert De Niro Al Pacino Joe Pesci Martin Scorsese Crime Drama History
Kasi Lemmons,Kasi Lemmons (director/screenplay); Gregory Allen Howard (screenplay); Cynthia Erivo,Leslie Odom Jr.,Joe Alwyn,Drama History,harriet,Kasi Lemmons (director/screenplay); Gregory Allen Howard (screenplay); Cynthia Erivo Leslie Odom Jr. Joe Alwyn Kasi Lemmons Drama History
Aaron Woodley,Aaron Woodley (director/screenplay); Bob Barlen,James Franco,Heidi Klum,Animation Adventure Comedy,arctic dogs,Aaron Woodley (director/screenplay); Bob Barlen James Franco Heidi Klum Aaron Woodley Animation Adventure Comedy
Noah Baumbach,Noah Baumbach (director/screenplay); Scarlett Johansson,Adam Driver,Laura Dern,Drama,marriage story,Noah Baumbach (director/screenplay); Scarlett Johansson Adam Driver Laura Dern Noah Baumbach Drama
Mike Flanagan,Mike Flanagan (director/screenplay); Ewan McGregor,Rebecca Ferguson,Kyliegh Curran,Horror Fantasy,doctor sleep,Mike Flanagan (director/screenplay); Ewan McGregor Rebecca Ferguson Kyliegh Curran Mike Flanagan Horror Fantasy
Paul Feig,Paul Feig (director),Henry Golding,Michelle Yeoh,Comedy Drama Romance,last christmas,Paul Feig (director) Henry Golding Michelle Yeoh Paul Feig Comedy Drama Romance
Andy Fickman,Andy Fickman (director); Dan Ewen,Keegan-Michael Key,John Leguizamo,Family Comedy,playing with fire,Andy Fickman (director); Dan Ewen Keegan-Michael Key John Leguizamo Andy Fickman Family Comedy
Luke Snellin,Luke Snellin (director); Laura Solon,Shameik Moore,Kiernan Shipka,Romance Comedy,let it snow,Luke Snellin (director); Laura Solon Shameik Moore Kiernan Shipka Luke Snellin Romance Comedy
Roland Emmerich,Roland Emmerich (director); Wes Tooke (screenplay); Ed Skrein,Patrick Wilson,Luke Evans,Action War History,midway,Roland Emmerich (director); Wes Tooke (screenplay); Ed Skrein Patrick Wilson Luke Evans Roland Emmerich Action War History
Sergio Pablos,Sergio Pablos (director); Zach Lewis,Jason Schwartzman,Rashida Jones,Animation Family Comedy,klaus,Sergio Pablos (director); Zach Lewis Jason Schwartzman Rashida Jones Sergio Pablos Animation Family Comedy
Alma Har'el,Alma Har'el (director); Shia LaBeouf (screenplay); Shia LaBeouf,Lucas Hedges,Noah Jupe,Drama,honey boy,Alma Har'el (director); Shia LaBeouf (screenplay); Shia LaBeouf Lucas Hedges Noah Jupe Alma Har'el Drama
Charlie Bean,Charlie Bean (director); Andrew Bujalski,Justin Theroux,Kiersey Clemons,Animation Family Romance Adventure Comedy,lady and the tramp,Charlie Bean (director); Andrew Bujalski Justin Theroux Kiersey Clemons Charlie Bean Animation Family Romance Adventure Comedy
Marc Lawrence,Marc Lawrence (director/screenplay); Anna Kendrick,Bill Hader,Kingsley Ben-Adir,Family Comedy Fantasy,noelle,Marc Lawrence (director/screenplay); Anna Kendrick Bill Hader Kingsley Ben-Adir Marc Lawrence Family Comedy Fantasy
James Mangold,James Mangold (director); Jez Butterworth,Christian Bale,Jon Bernthal,Drama Action History,ford v ferrari,James Mangold (director); Jez Butterworth Christian Bale Jon Bernthal James Mangold Drama Action History
Elizabeth Banks,Elizabeth Banks (director/screenplay); Kristen Stewart,Naomi Scott,Ella Balinska,Action Comedy Adventure,charlie's angels,Elizabeth Banks (director/screenplay); Kristen Stewart Naomi Scott Ella Balinska Elizabeth Banks Action Comedy Adventure
Bill Condon,Bill Condon (director); Jeffrey Hatcher (screenplay); Ian McKellen,Helen Mirren,Russell Tovey,Crime,the good liar,Bill Condon (director); Jeffrey Hatcher (screenplay); Ian McKellen Helen Mirren Russell Tovey Bill Condon Crime
Scott Z. Burns,Scott Z. Burns (director/screenplay); Adam Driver,Annette Bening,Ted Levine,Drama,the report,Scott Z. Burns (director/screenplay); Adam Driver Annette Bening Ted Levine Scott Z. Burns Drama
Trey Edward Shults,Trey Edward Shults (director/screenplay); Kelvin Harrison Jr.,Lucas Hedges,Taylor Russell,Romance Drama,waves,Trey Edward Shults (director/screenplay); Kelvin Harrison Jr. Lucas Hedges Taylor Russell Trey Edward Shults Romance Drama
"Chris Buck, Jennifer Lee",Chris Buck,Kristen Bell,Jonathan Groff,Animation Music Family,frozen 2,"Chris Buck Kristen Bell Jonathan Groff Chris Buck, Jennifer Lee Animation Music Family"
Marielle Heller,Marielle Heller (director); Micah Fitzerman-Blue,Matthew Rhys,Susan Kelechi Watson,History Family Drama,a beautiful day in the neighborhood,Marielle Heller (director); Micah Fitzerman-Blue Matthew Rhys Susan Kelechi Watson Marielle Heller History Family Drama
Brian Kirk,Brian Kirk (director); Matthew Michael Carnahan,Sienna Miller,Stephan James,Crime Action Drama,21 bridges,Brian Kirk (director); Matthew Michael Carnahan Sienna Miller Stephan James Brian Kirk Crime Action Drama
Todd Haynes,Todd Haynes (director); Mario Correa,Anne Hathaway,Tim Robbins,Drama Thriller,dark waters,Todd Haynes (director); Mario Correa Anne Hathaway Tim Robbins Todd Haynes Drama Thriller
Rian Johnson,Rian Johnson (director/screenplay); Daniel Craig,Chris Evans,Ana de Armas,Comedy Crime Mystery,knives out,Rian Johnson (director/screenplay); Daniel Craig Chris Evans Ana de Armas Rian Johnson Comedy Crime Mystery
Melina Matsoukas,Melina Matsoukas (director); Lena Waithe (screenplay); Daniel Kaluuya,Jodie Turner-Smith,Bokeem Woodbine,Crime Drama Romance,queen & slim,Melina Matsoukas (director); Lena Waithe (screenplay); Daniel Kaluuya Jodie Turner-Smith Bokeem Woodbine Melina Matsoukas Crime Drama Romance
Fernando Meirelles,Fernando Meirelles (director); Anthony McCarten (screenplay); Anthony Hopkins,Jonathan Pryce,unknown,Drama History,the two popes,Fernando Meirelles (director); Anthony McCarten (screenplay); Anthony Hopkins Jonathan Pryce unknown Fernando Meirelles Drama History
Lino DiSalvo,Lino DiSalvo (director),Daniel Radcliffe,Gabriel Bateman,Family Animation Comedy Adventure Fantasy,playmobil: the movie,Lino DiSalvo (director) Daniel Radcliffe Gabriel Bateman Lino DiSalvo Family Animation Comedy Adventure Fantasy
Tom Harper,Tom Harper (director); Jack Thorne (screenplay); Felicity Jones,Eddie Redmayne,Himesh Patel,Adventure Drama Romance,the aeronauts,Tom Harper (director); Jack Thorne (screenplay); Felicity Jones Eddie Redmayne Himesh Patel Tom Harper Adventure Drama Romance
Sam Taylor-Johnson,Sam Taylor-Johnson (director/screenplay); Aaron Taylor-Johnson (screenplay); Aaron Taylor-Johnson,Billy Bob Thornton,Odessa Young,Drama,a million little pieces,Sam Taylor-Johnson (director/screenplay); Aaron Taylor-Johnson (screenplay); Aaron Taylor-Johnson Billy Bob Thornton Odessa Young Sam Taylor-Johnson Drama
Adam Egypt Mortimer,Adam Egypt Mortimer (director/screenplay); Brian DeLeeuw (screenplay); Miles Robbins,Patrick Schwarzenegger,Sasha Lane,Horror Mystery,daniel isn't real,Adam Egypt Mortimer (director/screenplay); Brian DeLeeuw (screenplay); Miles Robbins Patrick Schwarzenegger Sasha Lane Adam Egypt Mortimer Horror Mystery
Matt Eskandari,Matt Eskandari (director); Paul Da Silva (screenplay); Bruce Willis,Nicky Whelan,unknown,Action Thriller,trauma center,Matt Eskandari (director); Paul Da Silva (screenplay); Bruce Willis Nicky Whelan unknown Matt Eskandari Action Thriller
Jake Kasdan,Jake Kasdan (director/screenplay); Scott Rosenberg,Jack Black,Kevin Hart,Adventure Comedy Fantasy,jumanji: the next level,Jake Kasdan (director/screenplay); Scott Rosenberg Jack Black Kevin Hart Jake Kasdan Adventure Comedy Fantasy
Clint Eastwood,Clint Eastwood (director); Billy Ray (screenplay); Paul Walter Hauser,Sam Rockwell,Kathy Bates,Drama History,richard jewell,Clint Eastwood (director); Billy Ray (screenplay); Paul Walter Hauser Sam Rockwell Kathy Bates Clint Eastwood Drama History
Sophia Takal,Sophia Takal (director/screenplay); April Wolfe (screenplay); Imogen Poots,Lily Donoghue,Aleyse Shannon,Horror Mystery,black christmas,Sophia Takal (director/screenplay); April Wolfe (screenplay); Imogen Poots Lily Donoghue Aleyse Shannon Sophia Takal Horror Mystery
Michael Bay,Michael Bay (director); Rhett Reese,Mélanie Laurent,Manuel Garcia-Rulfo,Action Comedy Thriller,6 underground,Michael Bay (director); Rhett Reese Mélanie Laurent Manuel Garcia-Rulfo Michael Bay Action Comedy Thriller
Jay Roach,Jay Roach (director); Charles Randolph (screenplay); Charlize Theron,Nicole Kidman,Margot Robbie,Drama,bombshell,Jay Roach (director); Charles Randolph (screenplay); Charlize Theron Nicole Kidman Margot Robbie Jay Roach Drama
"Safdie brothers (directors/screenplay); Ronald Bronstein (screenplay); Adam Sandler, Lakeith Stanfield, Julia Fox, Kevin Garnett, Idina Menzel, Eric Bogosian",Safdie brothers (directors/screenplay); Ronald Bronstein (screenplay); Adam Sandler,Lakeith Stanfield,Julia Fox,Drama Thriller Crime,uncut gems,"Safdie brothers (directors/screenplay); Ronald Bronstein (screenplay); Adam Sandler Lakeith Stanfield Julia Fox Safdie brothers (directors/screenplay); Ronald Bronstein (screenplay); Adam Sandler, Lakeith Stanfield, Julia Fox, Kevin Garnett, Idina Menzel, Eric Bogosian Drama Thriller Crime"
Benedict Andrews,Benedict Andrews (director); Joe Shrapnel,Jack O'Connell,Margaret Qualley,Thriller Drama,seberg,Benedict Andrews (director); Joe Shrapnel Jack O'Connell Margaret Qualley Benedict Andrews Thriller Drama
Terrence Malick,Terrence Malick (director/screenplay); August Diehl,Valerie Pachner,Matthias Schoenaerts,History Drama War,a hidden life,Terrence Malick (director/screenplay); August Diehl Valerie Pachner Matthias Schoenaerts Terrence Malick History Drama War
J. J. Abrams,J. J. Abrams (director/screenplay),Mark Hamill,Adam Driver,Adventure Action Science Fiction,star wars: the rise of skywalker,J. J. Abrams (director/screenplay) Mark Hamill Adam Driver J. J. Abrams Adventure Action Science Fiction
Tom Hooper,Tom Hooper (director/screenplay); Lee Hall (screenplay); James Corden,Judi Dench,Jason Derulo,Fantasy Comedy Drama,cats,Tom Hooper (director/screenplay); Lee Hall (screenplay); James Corden Judi Dench Jason Derulo Tom Hooper Fantasy Comedy Drama
Giles Alderson,Giles Alderson (director); Bart Edwards,Richard Brake,Richard Short,Horror Mystery Thriller,the dare,Giles Alderson (director); Bart Edwards Richard Brake Richard Short Giles Alderson Horror Mystery Thriller
Ericson Core,Ericson Core (director); Tom Flynn (screenplay); Willem Dafoe,Julianne Nicholson,Christopher Heyerdahl,Adventure Family,togo,Ericson Core (director); Tom Flynn (screenplay); Willem Dafoe Julianne Nicholson Christopher Heyerdahl Ericson Core Adventure Family
"Nick Bruno, Troy Quane",Nick Bruno,Tom Holland,Rashida Jones,Animation Action Adventure Comedy Family,spies in disguise,"Nick Bruno Tom Holland Rashida Jones Nick Bruno, Troy Quane Animation Action Adventure Comedy Family"
Greta Gerwig,Greta Gerwig (director/screenplay); Saoirse Ronan,Emma Watson,Florence Pugh,Drama Romance,little women,Greta Gerwig (director/screenplay); Saoirse Ronan Emma Watson Florence Pugh Greta Gerwig Drama Romance
Sam Mendes,Sam Mendes (director/screenplay); Krysty Wilson-Cairns (screenplay); George MacKay,Dean-Charles Chapman,Mark Strong,War History Drama,1917,Sam Mendes (director/screenplay); Krysty Wilson-Cairns (screenplay); George MacKay Dean-Charles Chapman Mark Strong Sam Mendes War History Drama
Destin Daniel Cretton,Destin Daniel Cretton (director/screenplay),Jamie Foxx,Brie Larson,Drama Crime History,just mercy,Destin Daniel Cretton (director/screenplay) Jamie Foxx Brie Larson Destin Daniel Cretton Drama Crime History
Chinonye Chukwu,Chinonye Chukwu (director/screenplay); Alfre Woodard,Wendell Pierce,Aldis Hodge,Drama,clemency,Chinonye Chukwu (director/screenplay); Alfre Woodard Wendell Pierce Aldis Hodge Chinonye Chukwu Drama
